access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-80.144959,39.217871],[-80.144997,39.218110],[-80.145203,39.218545],[-80.145114,39.218866],[-80.144967,39.218980],[-80.143584,39.219346],[-80.142996,39.219666],[-80.142672,39.219689]]",,15278647,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.009412,39.128578],[-80.008857,39.128481],[-80.008090,39.128348],[-80.007304,39.128552],[-80.006745,39.128720],[-80.006245,39.128776],[-80.005863,39.129098]]",,15278655,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.168152,39.217400],[-80.169119,39.217780],[-80.169542,39.217897],[-80.170128,39.218080],[-80.169918,39.217751],[-80.169683,39.217636],[-80.169065,39.217407]]",,15278661,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.007627,38.990995],[-80.007843,38.992229]]",,15278670,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.069527,39.100424],[-80.069496,39.099524],[-80.069468,39.098685],[-80.069381,39.098583],[-80.069233,39.098410],[-80.067294,39.097861],[-80.066736,39.097953],[-80.066296,39.098136],[-80.065855,39.098594],[-80.065823,39.098647],[-80.064886,39.100241],[-80.064504,39.100539],[-80.063887,39.100699],[-80.060980,39.100722],[-80.060363,39.100974],[-80.059981,39.101226],[-80.058542,39.101569],[-80.058072,39.101729],[-80.057690,39.102187],[-80.057396,39.102393],[-80.055722,39.103033],[-80.055399,39.103033],[-80.054958,39.103399],[-80.054547,39.104361],[-80.054335,39.104614]]",,15278678,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.219438,39.167200],[-80.219068,39.167588],[-80.219467,39.167746],[-80.218825,39.168447],[-80.218523,39.168777],[-80.218079,39.169261],[-80.218090,39.169434],[-80.217864,39.169971],[-80.217620,39.170555],[-80.217473,39.171196],[-80.217238,39.171700],[-80.215916,39.172684],[-80.214769,39.173714],[-80.214564,39.173989]]",,15278684,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.987516,39.097252],[-79.987555,39.096713],[-79.988008,39.096422],[-79.988850,39.096228]]",,15278687,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.057337,39.105025],[-80.057984,39.104765],[-80.058232,39.104748],[-80.060286,39.105075],[-80.060606,39.104986]]",,15278689,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.217763,39.172431],[-80.218197,39.172374],[-80.218404,39.172229],[-80.218528,39.171922],[-80.218466,39.171769],[-80.218002,39.171083],[-80.217864,39.169971]]",,15278694,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.108200,39.142191],[-80.108013,39.141527],[-80.107958,39.141376],[-80.107889,39.141287],[-80.107793,39.141199],[-80.106864,39.140698]]",,15278695,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.999847,39.082835],[-79.998152,39.082757],[-79.997844,39.082695],[-79.996636,39.081544]]",,15278700,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.044107,39.039133],[-80.043960,39.039179],[-80.044048,39.039774],[-80.044136,39.039843],[-80.044048,39.045131],[-80.043995,39.045175],[-80.042894,39.046086],[-80.042801,39.046158],[-80.042636,39.046207],[-80.041638,39.046419]]",,15278706,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.217856,39.168150],[-80.218050,39.167641],[-80.217933,39.167169]]",,15278713,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.174790,39.114079],[-80.174099,39.114136],[-80.173461,39.114403],[-80.172905,39.114629],[-80.172586,39.114896],[-80.172370,39.115226],[-80.172279,39.115702],[-80.171146,39.116191],[-80.170382,39.116649],[-80.169383,39.117450],[-80.168264,39.118072],[-80.167326,39.118594],[-80.167249,39.118651],[-80.166738,39.119029],[-80.166591,39.119235],[-80.166532,39.119578],[-80.166444,39.119624]]",,15278719,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.981370,39.075871],[-79.980945,39.076056],[-79.980091,39.076419],[-79.979928,39.076459],[-79.979860,39.076617],[-79.979844,39.076886],[-79.980449,39.077587],[-79.980501,39.077833],[-79.980421,39.078895],[-79.980511,39.079075],[-79.981264,39.079764],[-79.981337,39.079908],[-79.981363,39.080151],[-79.981377,39.080279]]",,15278723,unclassified,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.043995,39.045175],[-80.043163,39.045172],[-80.041874,39.045172],[-80.040467,39.045234]]",,15278724,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.966740,38.963140],[-79.966540,38.963279],[-79.965696,38.963598]]",,15278734,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.086540,39.086919],[-80.086345,39.086453],[-80.086053,39.085924],[-80.085777,39.085395],[-80.085311,39.085036],[-80.084848,39.084837]]",,15278738,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.096235,39.160899],[-80.095917,39.160505],[-80.096149,39.159705],[-80.096116,39.159293],[-80.095605,39.158819],[-80.096481,39.158258],[-80.096758,39.157837],[-80.096764,39.157247],[-80.096217,39.157387],[-80.095222,39.157133]]",,15278751,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.867219,39.105107],[-79.867337,39.106068],[-79.867396,39.106754],[-79.867808,39.106754],[-79.868160,39.106777],[-79.868454,39.106754],[-79.868453,39.106113],[-79.868482,39.104648]]",,15278758,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.867337,39.106068],[-79.867778,39.106090],[-79.868160,39.106090],[-79.868453,39.106113],[-79.868777,39.106159]]",,15278771,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.133753,39.076194],[-80.133326,39.076577],[-80.133120,39.076868],[-80.132626,39.077207],[-80.131823,39.077523],[-80.131504,39.077837],[-80.131319,39.078047],[-80.131010,39.078112],[-80.130443,39.078016],[-80.130155,39.078186],[-80.129898,39.078589],[-80.129857,39.078839],[-80.129734,39.079017],[-80.129271,39.079316]]",,15278774,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.868160,39.106777],[-79.868160,39.106090],[-79.868129,39.104648]]",,15278780,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.016378,39.231572],[-80.018867,39.232396]]",,15278782,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.112227,39.089474],[-80.110071,39.088468]]",,15278785,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.182751,39.110242],[-80.181811,39.110745],[-80.181315,39.111324],[-80.181282,39.111363],[-80.181135,39.111981],[-80.180929,39.112393],[-80.179695,39.113881],[-80.179078,39.114338],[-80.177932,39.114911],[-80.177227,39.115116],[-80.176875,39.115139],[-80.176229,39.114910],[-80.175612,39.114842],[-80.174818,39.114979],[-80.173966,39.115231],[-80.173056,39.115368],[-80.172279,39.115702]]",,15278789,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.872400,39.225642],[-79.872235,39.225687],[-79.872093,39.225747],[-79.871937,39.225825],[-79.871798,39.225911],[-79.871746,39.226037],[-79.871616,39.226171],[-79.871565,39.226337],[-79.871519,39.226469],[-79.871436,39.226613],[-79.871326,39.226711],[-79.871167,39.226771],[-79.870484,39.227051]]",,15278794,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.190535,39.181664],[-80.190835,39.181888],[-80.191217,39.181865],[-80.191368,39.181808]]",,15278796,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.023321,39.214897],[-80.023270,39.215367],[-80.023111,39.216814]]",,15278798,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.851714,39.199983],[-79.851876,39.200049]]",,15278801,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.106901,39.085081],[-80.106675,39.085642],[-80.106513,39.085759],[-80.106384,39.086001],[-80.106406,39.086327]]",,15278819,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.083608,39.233337],[-80.084226,39.233703],[-80.084874,39.233955],[-80.085286,39.234275],[-80.086905,39.236449],[-80.087818,39.237753],[-80.088377,39.238508]]",,15278824,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.124363,39.233123],[-80.124335,39.233345],[-80.123807,39.233689],[-80.123068,39.233521],[-80.122841,39.233846],[-80.122693,39.234011],[-80.122623,39.234074],[-80.122548,39.234197],[-80.122533,39.234375],[-80.122777,39.235138]]",,15278832,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.123068,39.233521],[-80.123549,39.232901]]",,15278835,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.169683,39.217636],[-80.169918,39.217316],[-80.170065,39.216812],[-80.170242,39.216675],[-80.170360,39.216149],[-80.170283,39.215986],[-80.170242,39.215897],[-80.170199,39.215866],[-80.170163,39.215158],[-80.169448,39.215325]]",,15278840,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.121193,39.232043],[-80.120969,39.232188],[-80.120607,39.232408],[-80.120512,39.232494],[-80.120471,39.232661],[-80.120417,39.232836],[-80.120341,39.232932],[-80.120124,39.233220],[-80.119981,39.233668],[-80.119971,39.233891],[-80.119995,39.233987],[-80.120171,39.234191],[-80.120389,39.234141]]",,15278847,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.142674,39.216599],[-80.142321,39.216736],[-80.141526,39.217903],[-80.140437,39.218658],[-80.140083,39.219161],[-80.139913,39.219329],[-80.139436,39.219802],[-80.139141,39.219985],[-80.137758,39.220327],[-80.136464,39.220258]]",,15278851,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.168859,39.215576],[-80.169183,39.216217],[-80.169242,39.216469],[-80.169653,39.216744],[-80.170065,39.216812]]",,15278853,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.182187,39.216837],[-80.183129,39.216791],[-80.183511,39.216699],[-80.183788,39.216473],[-80.184100,39.216219],[-80.185218,39.215052],[-80.185365,39.215052],[-80.186836,39.215120],[-80.188173,39.215445]]",,15278860,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.140549,39.173404],[-80.140703,39.173504],[-80.141996,39.173504],[-80.143937,39.172658],[-80.146084,39.172499],[-80.146319,39.172590],[-80.148406,39.174146],[-80.151022,39.174811],[-80.152080,39.175429],[-80.152139,39.175612],[-80.153286,39.176071],[-80.153727,39.176094],[-80.154432,39.175842],[-80.154697,39.175453],[-80.154992,39.174652],[-80.155286,39.174103],[-80.155551,39.173828],[-80.155521,39.173668],[-80.155815,39.173348],[-80.156022,39.172592],[-80.155787,39.171540],[-80.156316,39.171242],[-80.157816,39.171243],[-80.158874,39.172273],[-80.159050,39.172685],[-80.159108,39.173783],[-80.159314,39.174401],[-80.159549,39.174745],[-80.159977,39.175033],[-80.160637,39.175477],[-80.161225,39.175478],[-80.161872,39.175134],[-80.162783,39.175226],[-80.162871,39.175158],[-80.163019,39.174357]]",,15278884,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.861298,39.249581],[-79.861728,39.248798],[-79.861921,39.248042]]",,15278888,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.113957,39.215075],[-80.114633,39.215173],[-80.115545,39.215453],[-80.116285,39.215580]]",,15278892,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.164376,39.169945],[-80.164384,39.170195],[-80.163961,39.170718],[-80.162902,39.170809],[-80.162726,39.170900],[-80.162726,39.171175],[-80.163255,39.171541],[-80.163990,39.171931],[-80.164254,39.172182],[-80.164195,39.172434],[-80.163960,39.172778],[-80.163166,39.173601],[-80.163019,39.174357],[-80.161960,39.174860],[-80.161872,39.175134]]",,15278897,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.131355,39.170318],[-80.130266,39.170341],[-80.129472,39.170706],[-80.129266,39.170912],[-80.129207,39.171256]]",,15278905,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.127972,39.171346],[-80.128149,39.170935],[-80.128826,39.170225],[-80.129355,39.169951],[-80.129973,39.169906],[-80.130237,39.170066],[-80.130266,39.170341]]",,15278907,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.206671,39.101730],[-80.205938,39.102159],[-80.205238,39.102370],[-80.204538,39.102727],[-80.204281,39.102792],[-80.204044,39.102825],[-80.203869,39.102922],[-80.203693,39.102946],[-80.203559,39.102850]]",,15278911,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.077313,39.091072],[-80.077158,39.091350],[-80.077170,39.091592],[-80.077544,39.092431],[-80.077834,39.092640],[-80.078454,39.092921],[-80.078609,39.093002],[-80.078714,39.093252]]",,15278929,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.195253,39.155551],[-80.195214,39.155591],[-80.195008,39.155912],[-80.194949,39.156919],[-80.195067,39.157148],[-80.195185,39.157491],[-80.195537,39.157903],[-80.196537,39.158109],[-80.198389,39.157994],[-80.198918,39.158177],[-80.199300,39.158750],[-80.199271,39.159139],[-80.198839,39.159651],[-80.198712,39.159802],[-80.196625,39.160993],[-80.195332,39.162297],[-80.194891,39.163098],[-80.194891,39.163419],[-80.195185,39.163854],[-80.195185,39.164334],[-80.194921,39.164746],[-80.193921,39.165456],[-80.192363,39.166326],[-80.187277,39.168866],[-80.186336,39.169438],[-80.186076,39.169649],[-80.185939,39.169759],[-80.185542,39.170079],[-80.185425,39.170377]]",,15278935,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.990485,39.249690],[-79.990632,39.249758],[-79.991414,39.250096],[-79.992813,39.250495],[-79.993461,39.250715],[-79.993844,39.251127],[-79.994021,39.251768],[-79.993874,39.252157],[-79.993374,39.252592],[-79.990844,39.254195],[-79.990638,39.254447],[-79.990639,39.254859],[-79.991081,39.255431],[-79.991052,39.256094],[-79.990787,39.256438],[-79.990316,39.256667],[-79.989610,39.256873],[-79.988286,39.257629],[-79.988051,39.257904],[-79.988050,39.258159],[-79.988050,39.258339],[-79.988227,39.258567],[-79.989082,39.259048]]",,15278944,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.204207,39.163402],[-80.200819,39.161766],[-80.200087,39.160483],[-80.198839,39.159651]]",,15278947,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.076141,39.094637],[-80.076594,39.094483],[-80.076666,39.094410],[-80.076819,39.093982],[-80.077014,39.093731],[-80.077199,39.093578],[-80.077590,39.093456],[-80.078239,39.093253],[-80.078609,39.093002]]",,15278950,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.985411,39.260309],[-79.985461,39.260216],[-79.986049,39.259507],[-79.985960,39.259301],[-79.985578,39.259186],[-79.984930,39.259141],[-79.983458,39.259554],[-79.983252,39.259462],[-79.983223,39.259279],[-79.983340,39.258959],[-79.983522,39.258763],[-79.983576,39.258707],[-79.985900,39.257653],[-79.986070,39.257540],[-79.986819,39.257586],[-79.987202,39.257642],[-79.987471,39.257788],[-79.987648,39.257973],[-79.987803,39.258103],[-79.988050,39.258159]]",,15278956,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.942118,38.974317],[-79.942661,38.973811],[-79.942919,38.973609],[-79.943171,38.973501],[-79.943633,38.973297],[-79.943770,38.973071],[-79.944274,38.972849]]",,15278959,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.983522,39.258763],[-79.983457,39.258675],[-79.983312,39.258554],[-79.983240,39.258360],[-79.983384,39.258158],[-79.983498,39.258054],[-79.983549,39.257932],[-79.983611,39.257819],[-79.983580,39.257682]]",,15278961,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.951339,39.009594],[-79.952707,39.010800],[-79.952832,39.011253],[-79.953767,39.013209]]",,15278965,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.852688,39.177651],[-79.852266,39.176863],[-79.851217,39.176326],[-79.850920,39.176042],[-79.850641,39.176000],[-79.850039,39.175126],[-79.850217,39.174877],[-79.850233,39.174232]]",,15278969,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.077942,39.151632],[-80.078385,39.152211]]",,15278972,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.957196,39.227374],[-79.956607,39.227121],[-79.956129,39.226549]]",,15278974,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.087854,39.145441],[-80.087588,39.144725],[-80.088284,39.143632],[-80.088168,39.143212]]",,15278977,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.082801,39.144931],[-80.085266,39.145510],[-80.086040,39.145272],[-80.086974,39.145729],[-80.087854,39.145441]]",,15278979,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.904407,39.040227],[-79.904718,39.041106],[-79.904784,39.041292]]",,15278981,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.087403,39.145956],[-80.088217,39.145931],[-80.088455,39.145924],[-80.089537,39.146977]]",,15278982,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.945603,38.979959],[-79.944971,38.979492],[-79.944701,38.979540],[-79.944434,38.979502],[-79.944237,38.979463],[-79.943927,38.979367]]",,15278988,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.995736,39.122817],[-79.995921,39.121610],[-79.996553,39.121366]]",,15278996,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
