access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-80.519069,40.017042],[-80.518314,40.017414],[-80.518061,40.017570],[-80.517594,40.017919],[-80.517457,40.018001],[-80.516736,40.018290],[-80.516466,40.018421],[-80.516041,40.018671],[-80.515711,40.018895],[-80.515511,40.019079],[-80.515409,40.019239],[-80.515346,40.019373],[-80.515250,40.019764],[-80.515208,40.019866],[-80.515059,40.020066],[-80.514864,40.020243],[-80.514234,40.020735],[-80.513806,40.021176],[-80.513754,40.021229],[-80.513642,40.021308],[-80.513421,40.021424],[-80.512153,40.021924],[-80.511449,40.022219],[-80.510448,40.022694],[-80.509882,40.022917],[-80.509760,40.022944],[-80.509576,40.022959],[-80.509355,40.022946],[-80.508818,40.022844],[-80.508397,40.022783],[-80.508074,40.022759],[-80.507748,40.022772],[-80.507686,40.022783],[-80.507456,40.022823],[-80.505408,40.023359],[-80.504713,40.023519],[-80.504458,40.023625],[-80.504296,40.023728],[-80.504117,40.023904],[-80.503721,40.024482],[-80.503539,40.024829],[-80.503455,40.025034]]",,15027871,tertiary,,,,,,,,,Beham Ridge Road,,,,,,A41,"Washington, PA",Beham Ridge,,,,,,,,,,no,,,15376,,,,,15323,,,,,,,,,,
,,,"[[-80.517031,40.283569],[-80.516815,40.283814],[-80.516751,40.284022],[-80.516687,40.284198],[-80.516511,40.284710],[-80.516303,40.284934],[-80.516159,40.285062],[-80.516095,40.285110],[-80.515871,40.285222],[-80.515583,40.285334],[-80.514879,40.285542],[-80.514559,40.285638],[-80.514255,40.285734],[-80.514191,40.285766],[-80.513919,40.285814],[-80.513631,40.285846],[-80.513423,40.285830],[-80.513199,40.285782],[-80.512975,40.285750],[-80.512767,40.285766],[-80.512607,40.285814],[-80.512431,40.285878],[-80.512300,40.286013],[-80.512114,40.286073],[-80.511862,40.286120]]",,15028098,tertiary,,,,,,,,,Meadowcroft Road,State Route 4018,,,,,A41,"Washington, PA",Meadowcroft,State Route 4018,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.515456,40.103719],[-80.516366,40.103251],[-80.516709,40.102937]]",,15028921,residential,,,,,,,,,Mankey Lane,,,,,,A41,"Washington, PA",Mankey,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.512367,40.245894],[-80.512495,40.245606],[-80.512703,40.245110],[-80.512767,40.244694],[-80.512751,40.244342],[-80.512911,40.243910],[-80.513071,40.243750],[-80.513423,40.243558]]",,15028931,residential,,,,,,,,,Bellview Drive,,,,,,A41,"Washington, PA",Bellview,,,,,,,,,,no,,,15312,,,,,15312,,,,,,,,,,
,,,"[[-80.519115,40.203538],[-80.518536,40.204050],[-80.518356,40.204183],[-80.518212,40.204628],[-80.518152,40.205303],[-80.518191,40.205960],[-80.518179,40.206486],[-80.518002,40.206915],[-80.517871,40.207015],[-80.517615,40.207287],[-80.517055,40.207607],[-80.516383,40.207879],[-80.515503,40.208023],[-80.514943,40.207975],[-80.514703,40.207895],[-80.514239,40.207783],[-80.513183,40.207479],[-80.512111,40.207335],[-80.511055,40.207335],[-80.510271,40.207543],[-80.509567,40.207911],[-80.509087,40.208247],[-80.508623,40.208503],[-80.508287,40.208535],[-80.507647,40.208423],[-80.506943,40.208375],[-80.506031,40.208391],[-80.505183,40.208423],[-80.504559,40.208743],[-80.504015,40.208759],[-80.503455,40.208743],[-80.502671,40.208615],[-80.501902,40.208647],[-80.500174,40.209223],[-80.499790,40.209304],[-80.499605,40.209299],[-80.499027,40.209401],[-80.497192,40.209725],[-80.495491,40.210389],[-80.494566,40.210916],[-80.493821,40.211649],[-80.492599,40.214052],[-80.492301,40.214464],[-80.492023,40.214699],[-80.491734,40.214945],[-80.491506,40.215055],[-80.490928,40.215334],[-80.490421,40.215220],[-80.488839,40.215312],[-80.487794,40.215542],[-80.484191,40.216818]]",,15029144,residential,,,,,,,,,Sugar Run Road,T649,,,,,A41,"Washington, PA",Sugar Run,T649,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.519024,40.036522],[-80.518064,40.035658],[-80.516864,40.035418]]",,15029212,residential,,,,,,,,,Laidleys Run Road,T345,,,,,A41,"Washington, PA",Laidleys Run,T345,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.516864,40.035418],[-80.516752,40.035050],[-80.513552,40.033802],[-80.512848,40.033386],[-80.511279,40.032426],[-80.510335,40.032170],[-80.509999,40.032266],[-80.507359,40.033930],[-80.506836,40.034314],[-80.506575,40.034506],[-80.505519,40.035210],[-80.502815,40.035370],[-80.501711,40.035290],[-80.501615,40.035279],[-80.499791,40.035297],[-80.498767,40.035319],[-80.498517,40.035351],[-80.497695,40.035457],[-80.495225,40.036076],[-80.494481,40.036168],[-80.493707,40.035963],[-80.493290,40.035688],[-80.493021,40.034819],[-80.492038,40.034476],[-80.491844,40.034094]]",,15029218,residential,,,,,,,,,Laidleys Run Road,T345,,,,,A41,"Washington, PA",Laidleys Run,T345,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.516787,40.351351],[-80.516965,40.351471],[-80.517225,40.351616],[-80.517691,40.351989]]",,15030600,residential,,,,,,,,,Gould Road,,,,,,A41,"Washington, PA",Gould,,,,,,,,,,no,,,15021,,,,,,,,,,,,,,,
,,,"[[-80.519008,40.330816],[-80.518914,40.330716],[-80.518561,40.330557],[-80.518298,40.330450],[-80.518097,40.330373],[-80.517887,40.330309]]",,15031561,residential,,,,,,,,,McCready Road,,,,,,A41,"Washington, PA",McCready,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.517965,40.368665],[-80.517799,40.368545],[-80.517661,40.368451],[-80.517533,40.368327],[-80.517462,40.368156],[-80.517407,40.367993],[-80.517286,40.367794],[-80.517073,40.367526],[-80.516816,40.367226],[-80.516420,40.366789],[-80.516177,40.366594],[-80.515956,40.366490],[-80.515689,40.366427],[-80.515151,40.366356],[-80.514575,40.366276],[-80.514117,40.366160],[-80.513741,40.366022],[-80.513394,40.365878],[-80.512910,40.365684],[-80.512602,40.365594],[-80.512349,40.365568],[-80.512089,40.365584],[-80.511766,40.365645],[-80.511246,40.365828],[-80.510878,40.365956],[-80.510503,40.366086],[-80.509846,40.366265],[-80.509570,40.366383],[-80.509242,40.366537],[-80.508954,40.366684],[-80.508678,40.366835],[-80.508342,40.367010],[-80.508110,40.367108],[-80.507678,40.367305],[-80.507100,40.367569],[-80.506842,40.367715],[-80.506766,40.367858],[-80.506765,40.367984],[-80.506800,40.368142],[-80.506845,40.368295],[-80.506900,40.368496],[-80.506908,40.368764],[-80.506905,40.369024],[-80.506839,40.369263],[-80.506743,40.369531],[-80.506670,40.369716],[-80.506350,40.370036],[-80.506142,40.370196],[-80.505902,40.370324],[-80.505582,40.370420],[-80.505078,40.370460],[-80.501774,40.369988],[-80.501486,40.369972],[-80.501142,40.369954],[-80.500768,40.369993],[-80.500483,40.370016],[-80.499828,40.370037]]",,15032342,unclassified,,,,,,,,,Bartleyville Road,,,,,,A41,"Washington, PA",Bartleyville,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.519008,40.134760],[-80.518688,40.134328],[-80.518000,40.133736],[-80.517264,40.133128],[-80.516784,40.132504],[-80.516544,40.131816],[-80.516560,40.130984],[-80.516544,40.130040],[-80.516464,40.129032],[-80.516207,40.128328],[-80.516047,40.127640],[-80.516192,40.126808],[-80.516784,40.125736],[-80.517056,40.125032],[-80.518892,40.121900],[-80.519187,40.121301]]",,15032433,residential,,,,,,,,,Ebbert Road,T304,,,,,A41,"Washington, PA",Ebbert,T304,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.515634,40.102638],[-80.514392,40.101998]]",,15032509,residential,,,,,,,,,Alexander Avenue,,,,,,A41,"Washington, PA",Alexander,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.519010,40.286519],[-80.518815,40.286566],[-80.518543,40.286774],[-80.518287,40.286950],[-80.518079,40.287190],[-80.517951,40.287334],[-80.517791,40.287654],[-80.517695,40.287878],[-80.517535,40.288086],[-80.517407,40.288182],[-80.517215,40.288294],[-80.517055,40.288390],[-80.516943,40.288486],[-80.516783,40.288726],[-80.516687,40.288902],[-80.516575,40.289094],[-80.516479,40.289286],[-80.516287,40.289638],[-80.516223,40.289702],[-80.516095,40.289894],[-80.515999,40.290086],[-80.515791,40.290438],[-80.515583,40.290838],[-80.515407,40.291110],[-80.515263,40.291366],[-80.515151,40.291622],[-80.515055,40.291894],[-80.514975,40.292086],[-80.514895,40.292214],[-80.514783,40.292326],[-80.514655,40.292422],[-80.514447,40.292454],[-80.514191,40.292454],[-80.513983,40.292502],[-80.513807,40.292534],[-80.513535,40.292614],[-80.513359,40.292678],[-80.513119,40.292774],[-80.512911,40.292838],[-80.512767,40.292934],[-80.512607,40.293014],[-80.512495,40.293126],[-80.512415,40.293238],[-80.512351,40.293350],[-80.512271,40.293526],[-80.512175,40.293686],[-80.512111,40.293910],[-80.512063,40.294070],[-80.512031,40.294198],[-80.511983,40.294310],[-80.511951,40.294454]]",,15033574,tertiary,,,,,,,,,Penobscot Road,,,,,,A41,"Washington, PA",Penobscot,,,,,,,,,,no,,,15312,15312.0,,,,15312,15312.0,,,,,,,,,
,,,"[[-80.518911,40.244486],[-80.519110,40.244436]]",,15034113,residential,,,,,,,,,Mc Adoo Ridge Road,County Highway 24,,,,,A41,"Washington, PA",Mc Adoo Ridge,County Highway 24,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.490896,40.040460],[-80.491060,40.040518],[-80.491894,40.040975],[-80.492133,40.041387],[-80.492193,40.041936],[-80.492282,40.041982],[-80.492939,40.044202],[-80.493565,40.044819],[-80.494816,40.045482],[-80.496693,40.047038],[-80.497587,40.047998],[-80.498124,40.048890],[-80.498095,40.049623],[-80.497382,40.051317],[-80.497471,40.051820],[-80.498008,40.052277],[-80.498752,40.052391],[-80.498961,40.052574],[-80.499791,40.052648],[-80.500527,40.052842],[-80.500959,40.053194],[-80.501135,40.053770],[-80.501631,40.054234],[-80.502127,40.054666],[-80.502127,40.055306],[-80.502303,40.055866],[-80.502799,40.056554],[-80.503823,40.057098],[-80.504943,40.057482],[-80.505551,40.057706],[-80.506511,40.057786],[-80.508495,40.057642],[-80.510175,40.058073],[-80.510607,40.057865],[-80.510927,40.057578],[-80.511583,40.056842],[-80.511599,40.056458],[-80.511199,40.055258],[-80.511727,40.054970],[-80.512720,40.054154],[-80.513200,40.053306],[-80.512752,40.052170],[-80.513184,40.051882],[-80.514352,40.052746],[-80.514768,40.052810],[-80.515408,40.052730],[-80.515822,40.053059],[-80.516050,40.053164],[-80.516334,40.053307],[-80.516661,40.053443],[-80.516865,40.053624],[-80.517042,40.053735],[-80.517262,40.053882],[-80.517460,40.053841],[-80.517519,40.053763],[-80.517525,40.053620],[-80.517418,40.053365],[-80.517262,40.053049],[-80.517273,40.052889],[-80.517488,40.052702],[-80.518240,40.052554],[-80.519184,40.051658]]",,15034475,residential,,,,,,,,,Chambers Ridge Road,T314,,,,,A41,"Washington, PA",Chambers Ridge,T314,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.462288,40.355172],[-80.462546,40.355378],[-80.463884,40.356288],[-80.464310,40.356519],[-80.464835,40.356721],[-80.465477,40.356855],[-80.467439,40.357182],[-80.467783,40.357233],[-80.468066,40.357239],[-80.468672,40.357202],[-80.469557,40.357140],[-80.469990,40.357043],[-80.471488,40.356472],[-80.472434,40.356037],[-80.472608,40.355915],[-80.472920,40.355423],[-80.473085,40.355123],[-80.473739,40.354631],[-80.475375,40.353629],[-80.475657,40.353448],[-80.475868,40.353339],[-80.476087,40.353196],[-80.477473,40.352354],[-80.478374,40.351826],[-80.478607,40.351843],[-80.479087,40.351911],[-80.480675,40.352164],[-80.481487,40.352305],[-80.481730,40.352376],[-80.482637,40.352783],[-80.482864,40.352885],[-80.483683,40.353311],[-80.484632,40.353824],[-80.484912,40.353956],[-80.485191,40.354061],[-80.485361,40.354091],[-80.485533,40.354090],[-80.485805,40.354051],[-80.486094,40.353952],[-80.486737,40.353679],[-80.487588,40.353310],[-80.488434,40.352964],[-80.488723,40.352906],[-80.489040,40.352893],[-80.489328,40.352944],[-80.489616,40.353043],[-80.490188,40.353341],[-80.490559,40.353529],[-80.493701,40.355227],[-80.494189,40.355490],[-80.494408,40.355606],[-80.494652,40.355713],[-80.494859,40.355782],[-80.495118,40.355826],[-80.495572,40.355837],[-80.497105,40.355853],[-80.497744,40.355807],[-80.498372,40.355684],[-80.499773,40.355386],[-80.500986,40.355138],[-80.501302,40.355071],[-80.501581,40.355019],[-80.501902,40.354949],[-80.502270,40.354789],[-80.502512,40.354627],[-80.502814,40.354383],[-80.503214,40.354053],[-80.503519,40.353829],[-80.503686,40.353721],[-80.503823,40.353652],[-80.504001,40.353618],[-80.504224,40.353587],[-80.504497,40.353588],[-80.504787,40.353630],[-80.505718,40.353807],[-80.506740,40.353996],[-80.508544,40.354219],[-80.510456,40.354438],[-80.510857,40.354469],[-80.511177,40.354467],[-80.511377,40.354449],[-80.511524,40.354422],[-80.511717,40.354380],[-80.512040,40.354275],[-80.512423,40.354146],[-80.512910,40.353996],[-80.513433,40.353735],[-80.513868,40.353478],[-80.514116,40.353304],[-80.514415,40.353061],[-80.514895,40.352741],[-80.515378,40.352399],[-80.515813,40.352105],[-80.516787,40.351351],[-80.517564,40.350709],[-80.518029,40.350346],[-80.518418,40.350016],[-80.518765,40.349817]]",,15035099,secondary,,,,,,,,,Eldersville Road,,,,,,A41,"Washington, PA",Eldersville,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.518879,40.231079],[-80.519111,40.231039]]",,15035182,residential,,,,,,,,,Camp Run Road,County Highway 26,,,,,A41,"Washington, PA",Camp Run,County Highway 26,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.518960,40.068201],[-80.518208,40.067929],[-80.518048,40.067545],[-80.518048,40.066889],[-80.518032,40.066585],[-80.518627,40.065644]]",,15035909,residential,,,,,,,,,Masteller Road,T302,,,,,A41,"Washington, PA",Masteller,T302,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.513770,40.102613],[-80.514842,40.103192]]",,15036262,residential,,,,,,,,,Poplar Street,,,,,,A41,"Washington, PA",Poplar,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.516445,39.962149],[-80.515678,39.962487]]",,15036386,residential,,,,,,,,,Day Road,,,,,,A41,"Washington, PA",Day,,,,,,,,,,no,,,15377,,,,,15377,,,,,,,,,,
,,,"[[-80.517792,39.963751],[-80.518025,39.963848],[-80.518443,39.963940],[-80.518698,39.963930],[-80.518889,39.963810]]",,15036388,residential,,,,,,,,,Day Road,Sr4099,,,,,A41,"Washington, PA",Day,Sr4099,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.491842,40.314144],[-80.491713,40.314551],[-80.491444,40.314917],[-80.491340,40.315395],[-80.491259,40.316181],[-80.491179,40.316728],[-80.491400,40.316932],[-80.491715,40.316932],[-80.492384,40.316738],[-80.493684,40.316386],[-80.494019,40.316426],[-80.494273,40.316626],[-80.494353,40.316886],[-80.494280,40.317243],[-80.493492,40.318866],[-80.493011,40.319890],[-80.492783,40.320100],[-80.492579,40.320191],[-80.492567,40.320347],[-80.492704,40.320400],[-80.493022,40.320367],[-80.493280,40.320420],[-80.493523,40.320719],[-80.493839,40.320983],[-80.495162,40.322733],[-80.495324,40.323315],[-80.495891,40.325307],[-80.496167,40.325897],[-80.497533,40.326814],[-80.497731,40.327175],[-80.497851,40.327555],[-80.498007,40.327680],[-80.498719,40.328013],[-80.499142,40.328342],[-80.499245,40.328551],[-80.499262,40.328741],[-80.499262,40.329174],[-80.499434,40.330006],[-80.499520,40.330196],[-80.499864,40.330346],[-80.500336,40.330425],[-80.500482,40.330458],[-80.500696,40.330488],[-80.500904,40.330510],[-80.501219,40.330540],[-80.501418,40.330582],[-80.501561,40.330693],[-80.501673,40.330850],[-80.501719,40.331171],[-80.501762,40.331414],[-80.501787,40.331597],[-80.501813,40.331741],[-80.501813,40.331938],[-80.501646,40.332373],[-80.501614,40.332421],[-80.501518,40.332693],[-80.501366,40.332953],[-80.501323,40.333098],[-80.501306,40.333222],[-80.501392,40.333373],[-80.501452,40.333471],[-80.501518,40.333605],[-80.501470,40.333765],[-80.501390,40.334037],[-80.501329,40.334296],[-80.501251,40.334584],[-80.501123,40.334820],[-80.501037,40.335049],[-80.500910,40.335269],[-80.500878,40.335461],[-80.500798,40.335733],[-80.500702,40.336117],[-80.500718,40.336357],[-80.500574,40.336601],[-80.500620,40.336749],[-80.500599,40.337021],[-80.500589,40.337352],[-80.500702,40.337699],[-80.500889,40.337981],[-80.501065,40.338355],[-80.501273,40.338726],[-80.501678,40.339189],[-80.501854,40.339493],[-80.501856,40.339730],[-80.501983,40.340028],[-80.502126,40.340261],[-80.502142,40.340581],[-80.502110,40.340706],[-80.502127,40.340870],[-80.502244,40.341086],[-80.502561,40.341470],[-80.502773,40.341691],[-80.502921,40.341858],[-80.503063,40.342041],[-80.503232,40.342189],[-80.503511,40.342463],[-80.503641,40.342605],[-80.503754,40.342740],[-80.503871,40.342872],[-80.504005,40.343028],[-80.504129,40.343138],[-80.504224,40.343262],[-80.504284,40.343386],[-80.504351,40.343512],[-80.504478,40.343778],[-80.504665,40.343996],[-80.504972,40.344249],[-80.505151,40.344334],[-80.505466,40.344529],[-80.505766,40.344666],[-80.505985,40.344685],[-80.506232,40.344663],[-80.506694,40.344591],[-80.507146,40.344577],[-80.507675,40.344580],[-80.508071,40.344612],[-80.508300,40.344693],[-80.508494,40.344808],[-80.508646,40.344948],[-80.508774,40.345121],[-80.508907,40.345306],[-80.509070,40.345468],[-80.509278,40.345594],[-80.509751,40.345777],[-80.510164,40.345914],[-80.510637,40.346137],[-80.511466,40.346514],[-80.511950,40.346662],[-80.512366,40.346743],[-80.512705,40.346764],[-80.512984,40.346842],[-80.513297,40.346990],[-80.515652,40.348612],[-80.515807,40.348661],[-80.516047,40.348663],[-80.516209,40.348599],[-80.517187,40.348112],[-80.517484,40.347994],[-80.517745,40.347983],[-80.517992,40.348115],[-80.518316,40.348610],[-80.518553,40.349110],[-80.518638,40.349355],[-80.518692,40.349542],[-80.518709,40.349688],[-80.518765,40.349817]]",,15037049,unclassified,,,,,,,,,State Line Road,,,,,,A41,"Washington, PA",State Line,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.514190,40.406596],[-80.515758,40.406580],[-80.516750,40.406596]]",,15037343,residential,,,,,,,,,Woodland Drive,,,,,,A41,"Washington, PA",Woodland,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.503055,40.153080],[-80.503455,40.152824],[-80.504111,40.152520],[-80.504639,40.152456],[-80.505039,40.152200],[-80.505215,40.151816],[-80.505119,40.151576],[-80.505071,40.151304],[-80.505487,40.151400],[-80.505999,40.151624],[-80.506207,40.151848],[-80.506399,40.151976],[-80.506975,40.151400],[-80.507311,40.151096],[-80.507663,40.150856],[-80.507983,40.150536],[-80.508191,40.150056],[-80.508191,40.149576],[-80.508127,40.149048],[-80.508207,40.148424],[-80.508415,40.147560],[-80.508511,40.146936],[-80.508447,40.146376],[-80.508399,40.145896],[-80.508655,40.145064],[-80.508815,40.144792],[-80.509151,40.144168],[-80.509775,40.143112],[-80.510383,40.142168],[-80.511071,40.141416],[-80.511711,40.140808],[-80.512271,40.140376],[-80.512575,40.139976],[-80.512559,40.139560],[-80.512511,40.139416]]",,15037704,residential,,,,,,,,,Pogue Road,T493,,,,,A41,"Washington, PA",Pogue,T493,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.506233,39.999023],[-80.506784,40.000074],[-80.507503,40.000714],[-80.508303,40.001450],[-80.508719,40.002042],[-80.509439,40.002666],[-80.509936,40.003146],[-80.510320,40.004234],[-80.511040,40.005210],[-80.512175,40.007000]]",,15038660,residential,,,,,,,,,Fraction Road,Sr3045,,,,,A41,"Washington, PA",Fraction,Sr3045,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.519163,39.965887],[-80.519068,39.965927],[-80.518604,39.966121],[-80.518247,39.966419],[-80.517235,39.968478],[-80.516818,39.968638],[-80.516252,39.969393],[-80.515746,39.969873],[-80.514824,39.970514],[-80.514258,39.971612],[-80.514020,39.972275],[-80.513692,39.972756],[-80.513610,39.972805],[-80.513246,39.973030],[-80.511995,39.973579],[-80.511995,39.974151],[-80.512976,39.974884],[-80.512976,39.975113],[-80.512618,39.975479],[-80.511696,39.976096],[-80.511398,39.976622],[-80.511487,39.977584],[-80.511843,39.978133],[-80.512348,39.978637],[-80.512467,39.978934],[-80.512407,39.980239],[-80.511990,39.980948],[-80.511981,39.981246],[-80.511959,39.982001],[-80.511572,39.982527],[-80.510917,39.982961],[-80.510649,39.983259],[-80.510441,39.983808],[-80.510500,39.984540],[-80.510678,39.985250],[-80.510677,39.985959],[-80.509754,39.987149],[-80.509672,39.987210],[-80.508533,39.988064],[-80.508176,39.988796],[-80.507937,39.989963],[-80.507430,39.991015],[-80.506715,39.992296],[-80.507131,39.993052],[-80.507368,39.994311],[-80.507784,39.995501],[-80.507871,39.996851],[-80.507960,39.997103],[-80.507840,39.998224],[-80.507631,39.998452],[-80.506233,39.999023]]",,15038678,residential,,,,,,,,,Fraction Road,,,,,,A41,"Washington, PA",Fraction,,,,,,,,,,no,,,15377,,,,,15377,,,,,,,,,,
,,,"[[-80.517235,39.968478],[-80.517324,39.968615],[-80.517261,39.969305],[-80.517204,39.969920],[-80.516936,39.970331],[-80.516222,39.971086],[-80.515834,39.971681],[-80.515715,39.972139],[-80.515685,39.973123],[-80.515982,39.974084],[-80.515981,39.974839],[-80.515623,39.975892],[-80.515563,39.976784],[-80.515682,39.977242],[-80.515979,39.977586],[-80.516990,39.978227],[-80.516960,39.978433],[-80.516424,39.978867],[-80.516305,39.979394],[-80.516333,39.979874],[-80.517137,39.980744],[-80.517137,39.980950],[-80.516303,39.981179],[-80.515469,39.982414],[-80.515260,39.983627],[-80.515006,39.984027],[-80.514694,39.984519],[-80.514515,39.985435],[-80.513889,39.987563],[-80.513930,39.988720],[-80.513976,39.989988],[-80.514541,39.991339],[-80.514510,39.991819],[-80.514272,39.992208],[-80.513200,39.993146],[-80.512188,39.993695],[-80.511414,39.994404],[-80.511027,39.995136],[-80.510670,39.995571],[-80.509033,39.996051],[-80.507960,39.997103]]",,15041116,residential,,,,,,,,,Spotted Tail Road,T300,,,,,A41,"Washington, PA",Spotted Tail,T300,,,,,,,,,no,,,15377,,,,,15377,,,,,,,,,,
,,,"[[-80.516526,40.402292],[-80.515630,40.402244],[-80.514670,40.402116],[-80.514446,40.402052],[-80.514286,40.401732],[-80.514350,40.401508],[-80.514494,40.401412],[-80.515918,40.401316],[-80.516254,40.401316],[-80.516462,40.401348],[-80.516591,40.401412]]",,15043301,residential,,,,,,,,,Paula Street,T513,,,,,A41,"Washington, PA",Paula,T513,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
